episode,game_status,total_reward,turns,agent_stars,agent_cards_left,opponents_alive
8440,eliminated,-2300.0,7,0,4,10
8441,eliminated,-2300.0,2,0,6,10
8442,victory,2400.0,57,7,0,4
8443,victory,2300.0,22,6,0,6
8444,victory,2100.0,27,4,0,7
8445,victory,2200.0,8,5,0,9
8446,eliminated,-2300.0,18,0,1,9
8447,victory,2300.0,15,6,0,8
8448,eliminated,-2100.0,9,2,0,10
8449,eliminated,-2300.0,6,0,5,10
8450,victory,2000.0,51,3,0,5
8451,eliminated,-2100.0,10,2,0,10
8452,victory,2000.0,16,3,0,7
8453,victory,2600.0,30,9,0,6
8454,victory,2100.0,9,4,0,10
8455,victory,1900.0,75,2,2,0
8456,eliminated,-2100.0,27,2,0,5
8457,eliminated,-2300.0,8,0,0,9
8458,eliminated,-2200.0,39,1,0,6
8459,victory,2200.0,42,5,0,4
8460,eliminated,-2100.0,78,2,0,3
8461,eliminated,-2100.0,35,2,0,4
8462,eliminated,-2300.0,10,0,4,8
8463,victory,2000.0,12,3,0,8
8464,victory,2000.0,19,3,0,9
8465,eliminated,-2300.0,8,0,4,8
8466,victory,2200.0,26,5,0,5
8467,eliminated,-2100.0,42,2,0,5
8468,victory,2100.0,24,4,0,5
8469,eliminated,-2300.0,6,0,4,9
8470,eliminated,-2100.0,10,2,0,10
8471,eliminated,-2100.0,32,2,0,5
8472,victory,2200.0,47,5,0,3
8473,eliminated,-2300.0,25,0,0,6
8474,victory,2400.0,28,7,0,6
8475,eliminated,-2300.0,36,0,3,4
8476,victory,2200.0,29,5,0,8
8477,eliminated,-2200.0,23,1,0,8
8478,victory,2400.0,27,7,0,7
8479,eliminated,-2300.0,5,0,4,10
8480,eliminated,-2300.0,25,0,1,8
8481,victory,2100.0,20,4,0,8
8482,victory,2200.0,16,5,0,9
8483,eliminated,-2300.0,23,0,2,10
8484,victory,2100.0,54,4,3,0
8485,eliminated,-2100.0,10,2,0,9
8486,victory,2200.0,38,5,0,5
8487,victory,2000.0,18,3,0,8
8488,victory,2400.0,56,7,0,5
8489,victory,2200.0,76,5,0,2
8490,victory,2100.0,40,4,0,5
8491,victory,2000.0,115,3,0,1
8492,eliminated,-2100.0,12,2,0,9
8493,eliminated,-2200.0,29,1,0,9
8494,victory,2400.0,24,7,0,7
8495,victory,2300.0,44,6,0,5
8496,victory,2100.0,9,4,0,9
8497,victory,2000.0,14,3,0,7
8498,victory,2200.0,105,5,0,2
8499,eliminated,-2100.0,43,2,0,6
8500,victory,2300.0,185,6,3,0
8501,victory,2000.0,39,3,0,6
8502,victory,2000.0,18,3,0,9
8503,victory,2400.0,27,7,0,6
8504,victory,2300.0,47,6,0,4
8505,victory,2100.0,214,4,2,0
8506,eliminated,-2300.0,17,0,5,7
8507,victory,2100.0,60,4,0,5
8508,victory,2000.0,75,3,0,3
8509,victory,2100.0,14,4,0,9
8510,eliminated,-2100.0,21,2,0,8
8511,eliminated,-2100.0,32,2,0,8
8512,eliminated,-2100.0,23,2,0,8
8513,victory,2100.0,30,4,0,7
8514,victory,2400.0,117,7,0,1
8515,victory,2200.0,8,5,0,9
8516,eliminated,-2200.0,8,1,0,10
8517,eliminated,-2100.0,21,2,0,9
8518,eliminated,-2300.0,95,0,1,2
8519,victory,2200.0,28,5,0,5
8520,victory,2100.0,26,4,0,7
8521,victory,2300.0,9,6,0,9
8522,victory,2400.0,25,7,0,7
8523,victory,2100.0,73,4,0,2
8524,victory,2000.0,9,3,0,9
8525,eliminated,-2300.0,10,0,2,9
8526,eliminated,-2300.0,14,0,3,9
8527,eliminated,-2300.0,50,0,0,5
8528,eliminated,-2200.0,15,1,0,9
8529,victory,2300.0,15,6,0,9
8530,victory,2100.0,39,4,0,3
8531,victory,2300.0,78,6,0,3
8532,victory,2200.0,162,5,4,0
8533,eliminated,-2300.0,15,0,2,9
8534,victory,2200.0,46,5,0,3
8535,eliminated,-1200.0,500,11,1,0
8536,eliminated,-2300.0,27,0,6,8
8537,victory,2100.0,33,4,0,6
8538,eliminated,-2200.0,10,1,0,9
8539,victory,2500.0,12,8,0,9
8540,victory,2000.0,25,3,0,7
8541,victory,2400.0,42,7,0,4
8542,eliminated,-2100.0,13,2,0,10
8543,victory,2000.0,30,3,0,7
8544,eliminated,-2300.0,7,0,6,10
8545,victory,2000.0,37,3,0,5
8546,victory,2100.0,16,4,0,8
8547,eliminated,-2300.0,31,0,5,7
8548,victory,2000.0,15,3,0,9
8549,victory,2200.0,31,5,0,4
8550,victory,2000.0,28,3,0,7
8551,victory,2000.0,60,3,0,0
8552,victory,2500.0,43,8,0,6
8553,victory,2200.0,15,5,0,8
8554,eliminated,-2100.0,20,2,0,8
8555,eliminated,-2100.0,18,2,0,8
8556,victory,2300.0,118,6,2,0
8557,eliminated,-2100.0,40,2,0,7
8558,victory,2100.0,152,4,0,1
8559,eliminated,-2300.0,20,0,2,8
8560,eliminated,-2300.0,5,0,4,10
8561,victory,2200.0,287,5,3,0
8562,victory,2100.0,30,4,0,5
8563,eliminated,-2100.0,58,2,0,4
8564,victory,2000.0,29,3,0,5
8565,victory,2400.0,14,7,0,10
8566,victory,2300.0,18,6,0,7
8567,victory,2000.0,39,3,0,1
8568,victory,2100.0,65,4,0,5
8569,victory,2300.0,34,6,0,5
8570,victory,2300.0,55,6,0,4
8571,victory,2000.0,23,3,0,7
8572,eliminated,-2100.0,32,2,0,6
8573,victory,2200.0,34,5,0,5
8574,victory,2000.0,58,3,0,4
8575,victory,2600.0,66,9,0,3
8576,eliminated,-2100.0,10,2,0,10
8577,eliminated,-2300.0,12,0,2,10
8578,eliminated,-2100.0,36,2,0,6
8579,eliminated,-2200.0,13,1,0,10
8580,eliminated,-2300.0,2,0,6,10
8581,victory,2300.0,62,6,0,2
8582,victory,2200.0,29,5,0,7
8583,eliminated,-2100.0,12,2,0,10
8584,victory,2500.0,10,8,0,9
8585,victory,2200.0,94,5,0,2
8586,eliminated,-2300.0,2,0,6,10
8587,eliminated,-2100.0,30,2,0,8
8588,victory,2100.0,33,4,0,7
8589,victory,2000.0,22,3,0,7
8590,victory,2400.0,30,7,0,5
8591,victory,2300.0,107,6,4,0
8592,victory,2000.0,28,3,0,8
8593,eliminated,-2300.0,24,0,6,9
8594,eliminated,-2300.0,26,0,0,7
8595,victory,2200.0,31,5,0,7
8596,victory,2400.0,18,7,0,8
8597,eliminated,-1800.0,500,5,3,1
8598,victory,2000.0,17,3,0,9
8599,victory,2100.0,31,4,0,6
8600,eliminated,-2100.0,36,2,0,8
8601,eliminated,-2200.0,128,1,0,2
8602,victory,2100.0,13,4,0,7
8603,victory,2000.0,35,3,0,6
8604,victory,2300.0,188,6,0,1
8605,victory,2100.0,25,4,0,8
8606,victory,2100.0,12,4,0,10
8607,victory,2300.0,41,6,0,6
8608,victory,2500.0,59,8,0,3
8609,eliminated,-2300.0,8,0,3,10
8610,victory,2300.0,17,6,0,7
8611,victory,2000.0,31,3,0,6
8612,victory,2100.0,56,4,0,2
8613,victory,2100.0,62,4,0,2
8614,victory,2200.0,365,5,4,0
8615,victory,2100.0,17,4,0,9
8616,victory,2700.0,26,10,0,4
8617,eliminated,-2200.0,18,1,0,9
8618,victory,2200.0,284,5,1,0
8619,eliminated,-2300.0,6,0,5,10
8620,victory,2000.0,62,3,0,1
8621,victory,2100.0,31,4,0,6
8622,eliminated,-2300.0,22,0,4,9
8623,victory,2000.0,22,3,0,9
8624,victory,2100.0,29,4,0,8
8625,victory,2500.0,19,8,0,7
8626,eliminated,-2300.0,3,0,6,10
8627,eliminated,-2100.0,133,2,0,1
8628,victory,2000.0,30,3,0,8
8629,eliminated,-2300.0,46,0,0,5
8630,eliminated,-2100.0,59,2,0,4
8631,eliminated,-2200.0,35,1,0,8
8632,eliminated,-2200.0,15,1,0,8
8633,victory,2000.0,22,3,0,9
8634,victory,2000.0,26,3,0,7
8635,victory,2200.0,12,5,0,9
8636,victory,2000.0,67,3,0,3
8637,victory,2100.0,17,4,0,9
8638,victory,2500.0,80,8,4,0
8639,victory,2300.0,14,6,0,8
8640,victory,2000.0,23,3,0,8
8641,victory,2000.0,21,3,0,8
8642,victory,2000.0,58,3,0,3
8643,victory,2400.0,28,7,0,8
8644,victory,2100.0,26,4,0,9
8645,eliminated,-2200.0,31,1,0,7
8646,eliminated,-2300.0,21,0,0,7
8647,eliminated,-2200.0,42,1,0,7
8648,victory,2000.0,27,3,0,7
8649,eliminated,-2100.0,168,2,0,1
8650,victory,2300.0,26,6,0,6
8651,victory,2200.0,22,5,0,8
8652,victory,2000.0,63,3,0,2
8653,victory,2000.0,37,3,0,7
8654,victory,2000.0,82,3,0,2
8655,victory,2400.0,377,7,0,1
8656,eliminated,-2300.0,12,0,3,9
8657,victory,2400.0,36,7,0,6
8658,victory,2100.0,42,4,0,5
8659,eliminated,-2200.0,172,1,0,0
8660,victory,2700.0,15,10,0,8
8661,victory,2400.0,121,7,4,0
8662,victory,2100.0,29,4,0,6
8663,victory,2000.0,14,3,0,8
8664,victory,2300.0,18,6,0,7
8665,victory,2200.0,35,5,0,6
8666,victory,2300.0,29,6,0,7
8667,victory,2100.0,70,4,0,1
8668,victory,2300.0,399,6,1,0
8669,victory,2500.0,65,8,0,3
8670,eliminated,-2300.0,6,0,3,10
8671,victory,2100.0,115,4,0,1
8672,victory,2300.0,55,6,0,5
8673,victory,2000.0,10,3,0,10
8674,victory,2000.0,20,3,0,10
8675,victory,2100.0,18,4,0,7
8676,victory,2000.0,11,3,0,9
8677,victory,2000.0,96,3,0,3
8678,eliminated,-2300.0,13,0,4,9
8679,victory,2400.0,13,7,0,9
8680,eliminated,-2100.0,35,2,0,6
8681,victory,2000.0,12,3,0,10
8682,victory,2100.0,65,4,0,4
8683,victory,2100.0,43,4,0,6
8684,victory,2200.0,35,5,0,4
8685,eliminated,-2300.0,65,0,0,4
8686,eliminated,-2100.0,21,2,0,9
8687,eliminated,-2300.0,43,0,0,5
8688,victory,2300.0,23,6,0,9
8689,victory,2200.0,166,5,0,1
8690,eliminated,-2300.0,16,0,0,9
8691,eliminated,-2100.0,20,2,0,9
8692,victory,2200.0,17,5,0,8
8693,victory,2300.0,398,6,0,0
8694,eliminated,-2200.0,109,1,0,1
8695,eliminated,-2200.0,33,1,0,7
8696,eliminated,-2300.0,16,0,0,9
8697,victory,2000.0,16,3,0,7
8698,victory,2100.0,17,4,0,9
8699,eliminated,-2100.0,13,2,0,9
8700,victory,2200.0,25,5,0,6
8701,victory,2300.0,19,6,0,7
8702,victory,2100.0,28,4,0,6
8703,victory,2100.0,36,4,0,5
8704,victory,2400.0,10,7,0,10
8705,eliminated,-2300.0,3,0,5,10
8706,victory,2200.0,48,5,0,6
8707,eliminated,-2300.0,19,0,3,8
8708,victory,2500.0,28,8,0,5
8709,victory,2100.0,20,4,0,7
8710,victory,2000.0,11,3,0,10
8711,victory,2000.0,9,3,0,8
8712,victory,2400.0,294,7,0,2
8713,victory,2000.0,35,3,0,5
8714,eliminated,-2300.0,30,0,3,6
8715,eliminated,-2100.0,35,2,0,5
8716,victory,2200.0,55,5,0,5
8717,eliminated,-2300.0,15,0,1,8
8718,eliminated,-2100.0,10,2,0,9
8719,victory,2500.0,174,8,0,1
8720,victory,2000.0,12,3,0,9
8721,victory,2400.0,26,7,0,8
8722,victory,2000.0,120,3,0,1
8723,eliminated,-2100.0,39,2,0,4
8724,eliminated,-2300.0,3,0,5,10
8725,victory,2200.0,20,5,0,7
8726,victory,2000.0,89,3,0,2
8727,victory,2200.0,78,5,0,2
8728,victory,2200.0,43,5,0,5
8729,victory,2200.0,79,5,7,0
8730,victory,2000.0,16,3,0,10
8731,victory,2000.0,109,3,0,1
8732,victory,2000.0,70,3,0,2
8733,eliminated,-2100.0,10,2,0,9
8734,victory,2000.0,131,3,0,0
8735,victory,2300.0,47,6,0,5
8736,victory,2200.0,61,5,0,2
8737,eliminated,-2300.0,182,0,5,0
8738,eliminated,-2300.0,69,0,0,4
8739,victory,2200.0,17,5,0,9
8740,victory,2100.0,156,4,0,1
8741,victory,2300.0,22,6,0,8
8742,victory,2300.0,48,6,0,3
8743,eliminated,-2200.0,12,1,0,10
8744,victory,2000.0,112,3,0,2
8745,victory,2000.0,58,3,0,4
8746,victory,1900.0,76,2,1,0
8747,eliminated,-2200.0,17,1,0,9
8748,victory,2100.0,15,4,0,9
8749,victory,2200.0,19,5,0,8
8750,victory,2500.0,157,8,0,1
8751,victory,2200.0,65,5,0,4
8752,victory,2000.0,14,3,0,9
8753,eliminated,-2300.0,7,0,5,10
8754,victory,2100.0,18,4,0,8
8755,eliminated,-2100.0,37,2,0,4
8756,victory,2000.0,12,3,0,9
8757,victory,2000.0,117,3,0,1
8758,victory,2000.0,23,3,0,7
8759,victory,2200.0,28,5,0,9
8760,victory,2100.0,28,4,0,4
8761,victory,2300.0,50,6,0,3
8762,victory,2200.0,41,5,0,4
8763,victory,2100.0,9,4,0,9
8764,victory,2000.0,83,3,0,2
8765,victory,2100.0,26,4,0,7
8766,eliminated,-2300.0,8,0,1,8
8767,eliminated,-2100.0,17,2,0,8
8768,eliminated,-2300.0,38,0,5,6
8769,victory,2100.0,18,4,0,7
8770,victory,2700.0,30,10,0,7
8771,eliminated,-2300.0,28,0,3,7
8772,victory,2100.0,11,4,0,10
8773,victory,2100.0,45,4,0,4
8774,victory,2100.0,28,4,0,6
8775,victory,2200.0,129,5,5,0
8776,victory,2300.0,12,6,0,9
8777,victory,2000.0,16,3,0,9
8778,eliminated,-2200.0,169,1,0,2
8779,victory,2400.0,58,7,0,4
8780,victory,2400.0,29,7,0,9
8781,victory,2100.0,16,4,0,8
8782,victory,2000.0,28,3,0,7
8783,eliminated,-2300.0,35,0,3,5
8784,victory,2400.0,122,7,0,2
8785,victory,2600.0,16,9,0,6
8786,victory,2400.0,41,7,0,2
8787,victory,2000.0,28,3,0,5
8788,eliminated,-2100.0,69,2,0,5
8789,victory,2400.0,169,7,1,0
8790,eliminated,-2300.0,13,0,4,10
8791,eliminated,-2100.0,27,2,0,8
8792,victory,2200.0,257,5,0,0
8793,eliminated,-2300.0,7,0,6,10
8794,victory,2600.0,11,9,0,8
8795,eliminated,-2200.0,17,1,0,10
8796,victory,2000.0,10,3,0,9
8797,eliminated,-2200.0,20,1,0,8
8798,victory,2000.0,169,3,0,1
8799,eliminated,-2100.0,9,2,0,10
8800,eliminated,-2200.0,35,1,0,6
8801,victory,2000.0,16,3,0,10
8802,victory,2300.0,23,6,0,7
8803,eliminated,-2300.0,15,0,4,9
8804,eliminated,-2300.0,2,0,6,10
8805,eliminated,-2300.0,6,0,6,10
8806,victory,2000.0,31,3,0,5
8807,victory,1900.0,161,2,1,0
8808,eliminated,-2100.0,11,2,0,9
8809,victory,2100.0,48,4,0,3
8810,victory,2200.0,11,5,0,9
8811,victory,2100.0,32,4,0,8
8812,eliminated,-2300.0,25,0,4,8
8813,eliminated,-2300.0,9,0,4,10
8814,victory,2100.0,47,4,0,3
8815,victory,2100.0,25,4,0,3
8816,victory,2000.0,35,3,0,5
8817,victory,2100.0,10,4,0,9
8818,victory,2000.0,15,3,0,10
8819,eliminated,-2200.0,85,1,0,3
8820,victory,2100.0,93,4,0,3
8821,victory,2200.0,17,5,0,9
8822,victory,2000.0,16,3,0,8
8823,victory,2300.0,18,6,0,8
8824,victory,2100.0,25,4,0,6
8825,victory,2400.0,54,7,0,2
8826,victory,2400.0,19,7,0,6
8827,victory,2200.0,44,5,0,4
8828,victory,2200.0,12,5,0,10
8829,victory,2100.0,48,4,0,3
8830,victory,2300.0,88,6,0,3
8831,eliminated,-2300.0,12,0,6,10
8832,eliminated,-2300.0,14,0,0,10
8833,victory,1900.0,291,2,1,0
8834,victory,2300.0,39,6,0,6
8835,victory,2100.0,24,4,0,8
8836,victory,2600.0,286,9,0,1
8837,victory,2600.0,142,9,0,1
8838,eliminated,-2100.0,28,2,0,6
8839,victory,2000.0,12,3,0,7
8840,victory,2500.0,59,8,0,3
8841,victory,2000.0,25,3,0,6
8842,victory,2500.0,16,8,0,8
8843,eliminated,-2300.0,6,0,2,9
8844,victory,2300.0,13,6,0,7
8845,victory,2000.0,68,3,0,0
8846,eliminated,-2300.0,6,0,4,10
8847,victory,2000.0,52,3,0,5
8848,eliminated,-2100.0,12,2,0,9
8849,eliminated,-2100.0,78,2,0,4
8850,victory,2000.0,145,3,0,1
8851,victory,2100.0,24,4,0,7
8852,victory,2200.0,36,5,0,5
8853,victory,2400.0,43,7,0,4
8854,victory,2400.0,12,7,0,9
8855,eliminated,-2100.0,62,2,0,2
8856,victory,2100.0,37,4,0,6
8857,victory,2300.0,9,6,0,10
8858,victory,2000.0,11,3,0,8
8859,victory,2000.0,29,3,0,6
8860,victory,2200.0,52,5,0,4
8861,eliminated,-2200.0,31,1,0,6
8862,eliminated,-2300.0,20,0,1,7
8863,victory,2200.0,31,5,0,5
8864,victory,2300.0,205,6,0,1
8865,victory,2400.0,37,7,0,6
8866,eliminated,-2200.0,16,1,0,8
8867,eliminated,-2300.0,5,0,5,10
8868,eliminated,-2100.0,43,2,0,6
8869,eliminated,-2200.0,109,1,0,0
8870,eliminated,-2100.0,16,2,0,10
8871,victory,2100.0,18,4,0,8
8872,eliminated,-2100.0,38,2,0,6
8873,eliminated,-2200.0,14,1,0,10
8874,victory,2200.0,21,5,0,8
8875,eliminated,-2200.0,69,1,0,4
8876,victory,2500.0,17,8,0,8
8877,victory,2100.0,61,4,0,5
8878,eliminated,-2100.0,25,2,0,6
8879,victory,2000.0,36,3,0,6
8880,eliminated,-2300.0,15,0,4,9
8881,victory,2000.0,16,3,0,7
8882,eliminated,-2300.0,40,0,4,6
8883,eliminated,-2200.0,10,1,0,10
8884,victory,2600.0,35,9,0,6
8885,victory,2300.0,15,6,0,8
8886,victory,2000.0,11,3,0,10
8887,victory,2000.0,129,3,0,1
8888,victory,2300.0,9,6,0,9
8889,eliminated,-2100.0,24,2,0,8
8890,victory,2200.0,29,5,0,7
8891,eliminated,-2300.0,123,0,1,1
8892,victory,2100.0,58,4,0,4
8893,victory,2300.0,19,6,0,7
8894,victory,2100.0,69,4,0,2
8895,victory,2500.0,243,8,2,0
8896,eliminated,-2100.0,20,2,0,10
8897,victory,2200.0,42,5,0,4
8898,eliminated,-2100.0,16,2,0,9
8899,victory,2000.0,40,3,0,6
8900,victory,2100.0,18,4,0,9
8901,eliminated,-2300.0,15,0,5,9
8902,eliminated,-2300.0,74,0,0,3
8903,victory,2200.0,18,5,0,7
8904,victory,2200.0,40,5,0,6
8905,victory,2000.0,20,3,0,9
8906,victory,2000.0,10,3,0,10
8907,eliminated,-2200.0,12,1,0,9
8908,eliminated,-2300.0,2,0,6,10
8909,victory,2200.0,24,5,0,7
8910,eliminated,-2100.0,22,2,0,5
8911,eliminated,-2300.0,13,0,2,10
8912,victory,2300.0,28,6,0,8
8913,victory,2000.0,16,3,0,10
8914,eliminated,-2100.0,36,2,0,4
8915,victory,2300.0,16,6,0,9
8916,victory,2600.0,20,9,0,8
8917,eliminated,-2200.0,22,1,0,8
8918,eliminated,-2200.0,28,1,0,8
8919,victory,2600.0,47,9,0,4
8920,victory,2300.0,300,6,3,0
8921,victory,2500.0,44,8,0,4
8922,victory,2000.0,26,3,0,9
8923,eliminated,-2300.0,32,0,0,6
8924,eliminated,-2200.0,11,1,0,9
8925,eliminated,-2300.0,4,0,6,10
8926,victory,2000.0,26,3,0,8
8927,eliminated,-2300.0,55,0,2,5
8928,eliminated,-2100.0,30,2,0,5
8929,victory,2200.0,42,5,0,5
8930,victory,2300.0,54,6,0,5
8931,victory,2500.0,22,8,0,8
8932,victory,2300.0,15,6,0,8
8933,victory,2300.0,61,6,0,2
8934,eliminated,-2100.0,22,2,0,4
8935,eliminated,-2100.0,14,2,0,9
8936,eliminated,-2300.0,7,0,2,10
8937,victory,2100.0,24,4,0,7
8938,victory,2200.0,450,5,0,1
8939,victory,2200.0,28,5,0,5
8940,victory,2100.0,13,4,0,8
8941,victory,2400.0,53,7,0,2
8942,victory,2200.0,30,5,0,8
8943,victory,2000.0,63,3,0,3
8944,victory,2100.0,53,4,0,5
8945,victory,2000.0,22,3,0,6
8946,eliminated,-2100.0,39,2,0,5
8947,victory,2000.0,19,3,0,8
8948,eliminated,-2200.0,126,1,0,2
8949,victory,2300.0,339,6,0,1
8950,victory,2200.0,13,5,0,10
8951,victory,2100.0,18,4,0,8
8952,eliminated,-2300.0,8,0,5,10
8953,victory,1900.0,109,2,1,0
8954,eliminated,-2300.0,2,0,6,10
8955,victory,2300.0,41,6,0,1
8956,eliminated,-2300.0,22,0,2,8
8957,eliminated,-2300.0,4,0,6,10
8958,victory,2000.0,46,3,0,5
8959,victory,2300.0,13,6,0,9
8960,eliminated,-2300.0,11,0,6,10
8961,victory,2300.0,21,6,0,7
8962,eliminated,-2100.0,64,2,0,3
8963,victory,2100.0,30,4,0,8
8964,victory,2000.0,49,3,0,4
8965,eliminated,-2300.0,14,0,4,10
8966,victory,2100.0,117,4,0,1
8967,victory,2000.0,22,3,0,7
8968,victory,2000.0,106,3,0,3
8969,victory,2000.0,22,3,0,6
8970,victory,2000.0,28,3,0,7
8971,victory,2100.0,67,4,0,3
8972,victory,2200.0,9,5,0,10
8973,eliminated,-2300.0,20,0,2,10
8974,victory,2000.0,15,3,0,9
8975,victory,2200.0,45,5,0,4
8976,eliminated,-2200.0,107,1,0,1
8977,eliminated,-2200.0,14,1,0,9
8978,victory,2000.0,16,3,0,7
8979,victory,2000.0,9,3,0,10
8980,victory,2100.0,71,4,0,3
8981,victory,2200.0,44,5,0,5
8982,eliminated,-2100.0,10,2,0,9
8983,victory,2300.0,12,6,0,9
8984,eliminated,-2300.0,5,0,3,10
8985,victory,2200.0,18,5,0,8
8986,eliminated,-2300.0,6,0,4,10
8987,victory,2500.0,31,8,0,7
8988,victory,2200.0,10,5,0,9
8989,victory,2100.0,48,4,0,7
8990,eliminated,-2100.0,22,2,0,7
8991,eliminated,-2200.0,118,1,0,1
8992,victory,2100.0,26,4,0,5
8993,victory,2300.0,18,6,0,9
8994,victory,2200.0,38,5,0,4
8995,eliminated,-2300.0,6,0,4,10
8996,eliminated,-2200.0,41,1,0,6
8997,eliminated,-2100.0,60,2,0,3
8998,eliminated,-2200.0,56,1,0,3
8999,victory,2000.0,40,3,0,5
9000,victory,2100.0,11,4,0,8
9001,victory,2200.0,21,5,0,8
9002,victory,2500.0,25,8,0,5
9003,victory,2000.0,55,3,0,3
9004,victory,2400.0,48,7,0,5
9005,victory,2100.0,19,4,0,8
9006,eliminated,-2100.0,16,2,0,10
9007,victory,2400.0,31,7,0,3
9008,eliminated,-2100.0,37,2,0,6
9009,victory,2200.0,30,5,0,6
9010,victory,2100.0,18,4,0,10
9011,victory,2000.0,17,3,0,9
9012,victory,2100.0,41,4,0,5
9013,victory,2100.0,31,4,0,6
9014,eliminated,-2200.0,22,1,0,7
9015,victory,2300.0,13,6,0,9
9016,victory,2100.0,28,4,0,7
9017,victory,2000.0,23,3,0,8
9018,eliminated,-2300.0,22,0,2,9
9019,victory,2300.0,76,6,0,1
9020,eliminated,-2200.0,319,1,0,0
9021,eliminated,-2300.0,11,0,5,10
9022,eliminated,-2200.0,30,1,0,5
9023,eliminated,-2100.0,61,2,0,3
9024,victory,2100.0,44,4,0,2
9025,victory,2400.0,41,7,0,4
9026,victory,2100.0,151,4,0,1
9027,eliminated,-2100.0,16,2,0,7
9028,victory,2200.0,26,5,0,6
9029,eliminated,-2100.0,28,2,0,8
9030,victory,2000.0,28,3,0,5
9031,eliminated,-2200.0,24,1,0,9
9032,victory,2000.0,12,3,0,9
9033,victory,2100.0,310,4,0,0
9034,victory,2000.0,18,3,0,9
9035,eliminated,-2300.0,22,0,2,7
9036,victory,2100.0,22,4,0,8
9037,eliminated,-2300.0,15,0,3,9
9038,victory,2000.0,49,3,0,2
9039,eliminated,-2200.0,18,1,0,9
9040,victory,2300.0,28,6,0,6
9041,victory,2600.0,29,9,0,8
9042,victory,2100.0,23,4,0,8
9043,victory,2500.0,29,8,0,5
9044,victory,2100.0,33,4,0,5
9045,eliminated,-2300.0,20,0,1,9
9046,eliminated,-2100.0,20,2,0,7
9047,eliminated,-2300.0,23,0,1,8
9048,victory,2000.0,23,3,0,6
9049,victory,2000.0,31,3,0,7
9050,victory,2200.0,32,5,0,5
9051,victory,2100.0,92,4,0,1
9052,eliminated,-2300.0,16,0,0,7
9053,eliminated,-2300.0,22,0,1,7
9054,victory,2200.0,226,5,0,1
9055,victory,2100.0,25,4,0,7
9056,eliminated,-2300.0,12,0,4,10
9057,victory,2100.0,18,4,0,7
9058,eliminated,-2100.0,28,2,0,7
9059,victory,2000.0,16,3,0,8
9060,eliminated,-2300.0,20,0,1,7
9061,victory,2000.0,57,3,0,4
9062,victory,2100.0,94,4,0,4
9063,victory,2100.0,34,4,0,6
9064,victory,2200.0,16,5,0,9
9065,victory,2000.0,30,3,0,7
9066,victory,2200.0,413,5,0,0
9067,eliminated,-2300.0,20,0,6,8
9068,victory,2300.0,10,6,0,10
9069,victory,2100.0,13,4,0,10
9070,eliminated,-2300.0,24,0,2,6
9071,victory,2000.0,28,3,0,8
9072,victory,2100.0,30,4,0,7
9073,victory,2100.0,19,4,0,6
9074,eliminated,-2100.0,101,2,0,2
9075,victory,2500.0,10,8,0,8
9076,victory,2200.0,16,5,0,9
9077,victory,2300.0,26,6,0,5
9078,eliminated,-2300.0,20,0,0,9
9079,victory,2200.0,17,5,0,10
9080,eliminated,-2300.0,29,0,1,9
9081,victory,2200.0,11,5,0,8
9082,victory,2300.0,21,6,0,9
9083,victory,2100.0,19,4,0,9
9084,victory,2500.0,27,8,0,5
9085,eliminated,-2300.0,5,0,5,10
9086,victory,2000.0,26,3,0,4
9087,victory,2100.0,12,4,0,9
9088,victory,1900.0,464,2,5,0
9089,eliminated,-2300.0,27,0,0,8
9090,victory,2000.0,19,3,0,8
9091,eliminated,-2100.0,85,2,0,3
9092,victory,2100.0,24,4,0,8
9093,victory,2200.0,298,5,1,0
9094,victory,2400.0,14,7,0,9
9095,victory,2400.0,24,7,0,7
9096,eliminated,-2300.0,6,0,6,10
9097,eliminated,-2100.0,11,2,0,9
9098,eliminated,-2100.0,56,2,0,4
9099,victory,2300.0,61,6,0,2
9100,victory,2000.0,53,3,0,3
9101,victory,2000.0,36,3,0,5
9102,eliminated,-2300.0,13,0,6,10
9103,eliminated,-2300.0,6,0,3,10
9104,eliminated,-2300.0,5,0,5,10
9105,victory,2000.0,25,3,0,7
9106,eliminated,-2200.0,25,1,0,8
9107,victory,2300.0,17,6,0,7
9108,victory,2800.0,145,11,0,1
9109,victory,2300.0,15,6,0,10
9110,eliminated,-2300.0,130,0,2,0
9111,victory,2300.0,40,6,0,4
9112,victory,2200.0,22,5,0,9
9113,victory,2000.0,14,3,0,8
9114,eliminated,-2100.0,69,2,0,3
9115,victory,2200.0,138,5,5,0
9116,victory,2000.0,52,3,0,4
9117,victory,2200.0,345,5,0,1
9118,eliminated,-2300.0,15,0,0,8
9119,victory,2000.0,11,3,0,9
9120,victory,2200.0,11,5,0,9
9121,victory,2000.0,13,3,0,8
9122,victory,2400.0,13,7,0,9
9123,eliminated,-2200.0,51,1,0,5
9124,victory,2200.0,53,5,0,3
9125,eliminated,-2200.0,74,1,0,2
9126,eliminated,-2300.0,8,0,5,10
9127,victory,2000.0,43,3,0,4
9128,victory,2000.0,21,3,0,8
9129,victory,2100.0,88,4,0,3
9130,victory,2200.0,23,5,0,9
9131,eliminated,-2300.0,4,0,6,10
9132,victory,2100.0,8,4,0,10
9133,eliminated,-2300.0,9,0,4,9
9134,eliminated,-2300.0,20,0,3,6
9135,victory,2000.0,9,3,0,10
9136,eliminated,-2300.0,46,0,3,2
